首字母,词条,文献,
,,"2019，刘文明.“文明”话语与甲午战争——以美日报刊舆论为中心的考察[J].历史研究,2019(03):120-134+191.",
,,2019，刘玉茹. “文明”观的建构与晚清民初的社会思潮[D].山东大学博士论文,
,,"2020，代乌日瀚.福泽谕吉“文明”观对西方理论的选择性接受[J].日本学研究,2020(01):272-281.",
,,2020，王鸿. 文野之辨：晚清的“文明”观念研究[D].华东师范大学博士论文,
,,2021，冯天瑜、聂长顺，三十个关键词的文化史，中国社会科学出版社,
,,"2021，高力克,顾霞.“文明”概念的流变[J].浙江社会科学,2021(04):11-20+155-156",
,,"2021，王鸿.晚清“文明”观念的宗教面向——以来华传教士群体为中心的探讨[J].史林,2021(03):93-106+220.",
,,"2022，黎保荣.作家概念史：中国现代文学研究的新路径——以鲁迅笔下的“文明”“文化”概念综论为中心[J].鲁迅研究月刊,2022,No.484(08):17-29.",
,,"2022，王鸿.辛亥革命前十年间的“文明”观念[J].史林,2022(03):102-116+221.",
,,"2023，张勇.晚清“文明”论语境中的西方文明批判[J].学术界,2023,No.296(01):183-192.",
,文凭,"1999，黄兴涛.说“文凭”——近代中国新名词源流漫考之一[J].文史知识,1999(04):86-92.",
,,"2016，丁海斌,康胜利.清晚期“文凭”一词嬗变研究[J].档案,2016(01):14-19.",
,文学,"2009，余来明.“文学”译名的诞生[J].湖北大学学报(哲学社会科学版),2009,36(05):8-12.",
,,"2011，李春.文学翻译如何进入文学革命——“Literature”概念的译介与文学革命的发生[J].中国现代文学研究丛刊,2011(01):84-99.",
,,"2011，余来明.“历史文化语义学”研究方法举隅——以“文学”概念为例[J].武汉大学学报(人文科学版),2011,64(06):30-33.",
,,"2013，余来明.“文学”观念转换与20世纪前期的中国文学史书写[J].文学遗产,2013(05):124-135.",
,,"2013，张法.“文学”一词在现代汉语中的定型[J].文艺研究,2013(09):27-36.",
,,"2014，段怀清.晚清新教来华传教士语境中的Literature概念——以马礼逊的《华英字典》为中心[J].杭州师范大学学报(社会科学版),2014,36(06):61-67.",
,,"2014，方维规.西方“文学”概念考略及订误[J].读书,2014(05):9-15.",
,,"2014，胡海,杨青芝.清末民初中西文学观念的接轨[J].徐州工程学院学报(社会科学版),2014,29(04):74-78.",
,,"2014，李敏.近代中国“文学”源流(1844—1876)[J].中山大学学报(社会科学版),2014,54(05):50-61.",
,,"2014，聂珍钊.论“文艺”与“文学”概念的意义含混[J].上海师范大学学报(哲学社会科学版),2014,43(01):74-85.",
,,"2014，杨晓新.现代汉语“文学”一词语源及译名考辨[J].濮阳职业技术学院学报,2014,27(03):53-59.",
,,"2015，薄守生.“文学”的定型与“‘文学’学”的生造[J].汉字文化,2015(04):56-59.",
,,"2015，段怀清.Literature是怎样“变成”“文学”的——晚清早期新教来华传教士的“文学”实践及评价[J].社会科学,2015(02):164-173.DOI:10.13644/j.cnki.cn31-1112.2015.02.018.",
,,"2015，火源.“文学”内涵转换与现代知识转型[J].西南民族大学学报(人文社科版),2015,36(05):187-193.",
,,"2016，陈广宏.近代中国文学概念转换的历史语境与路径[J].文学评论,2016(05):84-98.",
,,"2016，段怀清.晚清新教来华传教士语境中的literature概念——以米怜为中心[J].杭州师范大学学报(社会科学版),2016,38(01):57-63+136.",
,,"2016，段怀清.Literature在晚清中国的“旅行”、“落户”与“入籍”——新教来华传教士与晚清中西跨文学交流的一种历史考察[J].中山大学学报(社会科学版),2016,56(03):41-48.DOI:10.13471/j.cnki.jsysusse.2016.03.005.",
,,"2016，段怀清.Literature概念在晚清中国语境中的迁移——新教来华传教士与晚清中西跨文学交流的一种历史考察[J].社会科学文摘,2016(07):108-110.",
,,2016，冯天瑜等著，近代汉字术语的生成演变与中西日文化互动研究，经济科学出版社,
,,2016，余来明“文学”概念史[M]. 人民文学出版社,
,,"2017，李敏.19世纪后期中外交往与“文学”流变[J].学术研究,2017(01):122-133+178.",
,,"2017，李建中,孙盼盼.文章与literature:中西文论如何言说“文学”[J].学术研究,2017(05):1-7+177.",
,,"2017，王杰泓.中日近代术语对接的复象现场与历史经验——以“文学”“艺术”“文艺”为例[J].文学评论,2017(02):15-23.",
,,"2018，柴玉炜.“文学”和“Literature”——汉英词语的内涵考释[J].当代教育实践与教学研究,2018(02):206-207.",
,,"2018，李敏.戊戌东渡后的梁启超与“文学”概念的转变[J].中山大学学报(社会科学版),2018,58(05):83-94.",
,,"2019，李敏.西学冲击下中国人对“文学”认识的演变(1857—1897)[J].河北学刊,2019,39(04):94-101.",
,,"2019，黄卓越.19世纪汉学撰述中的literature:一个概念措用的历史[J].清华大学学报(哲学社会科学版),2019,34(01):74-86+196.",
,,"2019，徐新建.“文学”词变:现代中国的新文学创建[J].文艺理论研究,2019,39(03):11-34.",
,,"2020，寇淑婷.日本“文学”概念的古今流变——以铃木贞美《文学的概念》的研究为中心[J].贵州社会科学,2020,No.369(09):37-43.",
,,"2020，Huang Zhuoyue,Wu Lingwei.“Literature” in the 19th-Century Sinological Works: The History of a Concept[J].Contemporary Social Sciences,2020(03):120-142.",
,,"2020，李敏.从书报传播到学堂立科:1896至1898年间“文学”概念的流播[J].广东社会科学,2020(05):121-131+255.",
,,2021，陳力衛，近代訳語のいわゆる転用語について―「文学」と「教育」を例として，中国語学，268号，22-53,
,,"2021，张伯伟.重审中国的“文学”概念[J].中山大学学报(社会科学版),2021,61(04):1-16.",
,,"2022，方维规.似“诗”而非谈“文学”——误译背后的概念史问题[J].北京大学学报(哲学社会科学版),2022,59(03):141-158.",
,,"2022，张弛.晚清维新运动与中国“文学”观念的演进[J].文学评论,2022(01):91-99.",
,文学革命,"2008，余来明.“文学”如何“革命”——近代“文学革命”话语的生成[J].中国地质大学学报(社会科学版),2008,No.42(04):12-17.",
,文艺,"2012，张法.“文艺”一词的产生、流衍和意义[J].文艺研究,2012,No.243(05):5-14.",
,,"2014，聂珍钊.论“文艺”与“文学”概念的意义含混[J].上海师范大学学报(哲学社会科学版),2014,43(01):74-85.",
,,"2017，王杰泓.中日近代术语对接的复象现场与历史经验——以“文学”“艺术”“文艺”为例[J].文学评论,2017(02):15-23.",
,,"2019，刘先飞.近现代“文艺”概念在中国和日本的双程流传[J].中山大学学报(社会科学版),2019,59(03):48-55.",
,文艺复兴,2023，“文艺复兴”的东亚旅行：兼论和制汉语研究的可能性，亚洲概念史研究第11卷，商务印书馆，52-73,
,问题,2019，沈国威，汉语近代二字词研究：语言接触与汉语的近代演化，华东师范大学出版社,
,,2021，楊馳，近代二字漢語動詞の形成と展開 : 日中言語接触と語彙近代化の視点からの考察，関西大学外国語教育学研究科博士論文,
,问诊,"2017，杜松,于峥,刘寨华等.“问诊”源流考[J].中国中医基础医学杂志,2017,23(06):744-747+764.",
,乌托邦,"2011，裘禾敏.“乌托邦”及其衍生词汉译述评[J].山东外语教学,2011,32(04):93-96.",
,无产阶级,2003，李博（Wolfgang Lippert）著赵倩等译，汉语中的马克思主义术语的起源与作用，中国社会科学出版社,
,,"2015，郭台辉,谢丽萍.无产阶级观念在近代中国的早期展开(1898-1921)[J].天府新论,2015(03):9-15.",
,,"2018，李晔.“无产阶级”术语源流与概念发展史研究[J].昌吉学院学报,2018(01):9-16+2.",
,,"2019，张成香,张龙林.五四时期“无产阶级”概念的传入与演变[J].广东党史与文献研究,2019(02):60-66.",
,,"2021，张龙林,张成香.李大钊对“无产阶级”概念中国化的探索[J].社会科学动态,2021(09):90-96.",
,无产者,2003，李博（Wolfgang Lippert）著赵倩等译，汉语中的马克思主义术语的起源与作用，中国社会科学出版社,
,无赖,2009，金观涛、刘青峰，观念史研究：中国现代重要政治术语的形成，法律出版社,
,无理,2020，髙橋圭子，東泉裕子，コーパスに見る漢語「無理」の歴史，言語資源活用ワークショップ発表論文集第5号，195-208,
,无期徒刑,"2020，彭文锴.域外法律概念的中国化——以无期徒刑为视角[J].中国监狱学刊,2020,35(03):67-74.",
,武术,"2007，杨祥全.武术概念之源流变迁考证[J].北京体育大学学报,2007(02):249-251.",
,,"2015，季培刚.近代中国“武术”词义转变考论[J].南京体育学院学报(社会科学版),2015,29(01):21-26.",
,,"2021，季培刚,吉灿忠.近代中国“武术”“国技”概念名词源流考论[J].北京体育大学学报,2021,44(08):131-139.",
,物理,2021，冯天瑜、聂长顺，三十个关键词的文化史，中国社会科学出版社,
,勿论,"2019，髙橋圭子・東泉裕子 (2019)「勿論」考，国立国語研究所『言語資源活用ワークショップ発表論文集』4,128–138.",
,,,
X,,,
,西,2018，方维规，概念的历史分量——近代中国思想的概念史研究，北京大学出版社,
,西北,"2015，吉泽诚一郎.明清以来“西北”概念的变迁[J].华东师范大学学报(哲学社会科学版),2015,47(04):19-24+167.",
,西班牙,2018，刘天元. 明清时期中国对西班牙认知的演进——以“西班牙”译名为中心[D].江苏师范大学硕士论文,
,,2022，沈和，国名译词“西班牙”的成立，東アジア文化交渉研究，第15巻，119-130,
,,"2022，沈和.国名译词“西班牙”的演变与确立[J].翻译史论丛,2022(02):68-85+175.",
,,2023，杨帅可、王思齐，“西班牙”译名考，亚洲与世界（第5辑），64-78,
,西服,2015，杉本つとむ，江戸時代翻訳語の世界，八坂書房,
,西红柿,2019，黄河清，“番茄”“西紅柿”考，或問，第35号，31-34,
x,西学东渐,"2017，芦笛.“西学东渐”一词始于清末而非民初[J].中国科技术语,2017,19(01):66-70.",
,西医,"2017，黄河清.“西医”“中医”探源[J].中国科技术语,2017,19(04):76-78.",
,西洋,"2024，郭卫东.新世界观的形成：东、西、南、北洋的概念流变[J].清史研究,2024(01):10-24.",
,希腊,"2019，王文华.希腊国名汉译探源[J].翻译界,2019(01):113-126.",
,,"2022，韦巍.道咸时期西洋史地论述中的“希腊”文明形象演变[J].广东社会科学,2022(06):135-148+281-282.",
,席,2024，安部清哉編著，日本語における漢語語基史と新漢語史のための基礎的調査研究――漢字・漢語の“気づかない近代化”――，学習院大学東洋文化研究所,
,席次,2024，安部清哉編著，日本語における漢語語基史と新漢語史のための基礎的調査研究――漢字・漢語の“気づかない近代化”――，学習院大学東洋文化研究所,
,细胞,2000，沈国威，植学啓原と植物学の語彙，関西大学出版社,
,,"2016，黄河清.“细胞”探源[J].中国科技术语,2016,18(05):56-58.",
,细菌,2020，黄兴涛、陈鹏：《“细菌”“病毒”概念的传播与中国现代卫生防疫观念的兴起》，《光明日报》2020年4月20日，第14版。,
,,2024，缪蓬.科学术语的翻译实践及其概念的语境重置——从“bacterium”到“细菌”[J/OL].上海理工大学学报(社会科学版):1-8,
,戏剧,"1988，谢柏梁.关于“戏曲”定名问题的新发现[J].学术研究,1988(02):110-111.",
,,"1991，叶长海.戏曲考[J].戏剧艺术,1991(04):68-74.",
,,"2002，李简.也说“戏剧”与“戏曲”——读王国维戏曲论著札记[J].殷都学刊,2002(02):74-79.",
,,"2003，宋俊华.王国维的戏曲概念[J].戏曲艺术,2003(01):33-36.",
,,"2005，孙玫.“戏曲”概念考辨及质疑[J].戏曲艺术,2005(01):25-30.",
,,"2017，夏晓虹.中国近代“戏剧”概念的建构(上)[J].戏剧艺术,2017(04):4-17.",
,,"2017，夏晓虹.中国近代“戏剧”概念的建构(下)[J].戏剧艺术,2017(06):4-14",
,,"2019，余来明.从传统“戏曲”到现代“戏剧”——近代知识转型视野下概念演变的文化考察[J].武汉科技大学学报(社会科学版),2019,21(03):320-327.",
,,"2021，高子文.20世纪“戏曲”概念的历史演变——基于文化与政治语境的考察[J].南京大学学报(哲学·人文科学·社会科学),2021,58(05):148-156+160.",
,,"2021，黄觉.“戏”“剧”“(剧)场”的语文学辨析——兼议drama和theatre的翻译问题[J].戏剧艺术,2021(05):85-94.",
,,2023，孙笛庐，近代戏剧观念的生成：从日本到中国，南方日报出版社,
,戏曲,"1988，谢柏梁.关于“戏曲”定名问题的新发现[J].学术研究,1988(02):110-111.",
,,"1991，叶长海.戏曲考[J].戏剧艺术,1991(04):68-74.",
,,"2002，李简.也说“戏剧”与“戏曲”——读王国维戏曲论著札记[J].殷都学刊,2002(02):74-79.",
,,"2003，宋俊华.王国维的戏曲概念[J].戏曲艺术,2003(01):33-36.",
,,"2005，孙玫.“戏曲”概念考辨及质疑[J].戏曲艺术,2005(01):25-30.",
,,"2017，夏晓虹.中国近代“戏剧”概念的建构(上)[J].戏剧艺术,2017(04):4-17.",
,,"2017，夏晓虹.中国近代“戏剧”概念的建构(下)[J].戏剧艺术,2017(06):4-14",
,,"2019，余来明.从传统“戏曲”到现代“戏剧”——近代知识转型视野下概念演变的文化考察[J].武汉科技大学学报(社会科学版),2019,21(03):320-327.",
,,"2021，高子文.20世纪“戏曲”概念的历史演变——基于文化与政治语境的考察[J].南京大学学报(哲学·人文科学·社会科学),2021,58(05):148-156+160.",
,,"2021，黄觉.“戏”“剧”“(剧)场”的语文学辨析——兼议drama和theatre的翻译问题[J].戏剧艺术,2021(05):85-94.",
,,2023，孙笛庐，近代戏剧观念的生成：从日本到中国，南方日报出版社,
,吸血鬼,"2020，陈宇琦.“吸血鬼”:一种隐喻的溯源与其在近代中国的传播[J].北京史学,2020(01):192-219.",
,先士,2023，刘曼，近现代新货币单位词流传、演变考，亚洲概念史研究第11卷，商务印书馆，98-119,
,乡绅,"2016，徐祖澜.历史变迁语境下的乡绅概念之界定[J].湖北社会科学,2016,No.354(06):107-112.",
,楔入,"2014，西嶋佑太郎，日本語医学用語の読みの多様性と標準化 : 「楔」字を例に，漢字文化研究 : 漢検漢字文化研究奨励賞受賞論文集 / 日本漢字能力検定協会 編 (5), 7-56",
,协赞,2019，崔学森、李文杰，“协赞”之殇：一个《明治宪法》用语的历史文化解读，孙江主编：亚洲概念史研究（第5卷），商务印书馆，194-202,
,,2022，于飞 崔学森 佟一，语言接触视角下近代汉语词汇的生成，社会科学文献出版社,
,新民,2023，闵心蕙.以群为纲：《新民说》中“新民”概念考辨[J/OL].江苏社会科学:1-10,
,新鲜,2021，星川睦，形容詞「新鮮」「新しい」「新た」の語彙変化 -近現代雑誌コーパスを資料として，国際日本学研究論集14号，21-41,
,新小说,"2017，夏晓虹.晚清“新小说”辨义[J].文学评论,2017(06):5-15.",
,,"2018，田雪菲,李永东.晚清“新小说”概念的生成考略[J].中国现代文学研究丛刊,2018,No.226(05):140-154.",
,新中国,"2013，王玉玲.清末知识分子的“新中国”构想[J].清史研究,2013,No.92(04):66-77.",
,,"2017，史宏波,黑波.近代以来“新中国”名词的历史考察[J].上海交通大学学报(哲学社会科学版),2017,25(06):29-37.",
,,"2021，王玉玲.清末民初“新中国”一词的概念内涵与话语演进[J].史学月刊,2021(08):88-95.",
,心房,"2020，黄河清.“心房”“心室”考[J].中国科技术语,2020,22(02):59-63.",
,新室,"2020，黄河清.“心房”“心室”考[J].中国科技术语,2020,22(02):59-63.",
,心脏病,"2022，権宇琦，医学用語「心臓病」について，立教大学日本語研究,28,71-97",
,信托,"2010，何旭艳.近代中国信托思想之变迁[J].学术月刊,2010(8):148-154.",
,腺,2015，杉本つとむ，江戸時代翻訳語の世界，八坂書房,
,显微镜,2015，杉本つとむ，江戸時代翻訳語の世界，八坂書房,
,,"2018，徐克伟.“显微镜”一词的形成及其中日语言文化交流(1646-1831)[J].高等日语教育,2018(01):137-148+197.",
,现代,2012，陈碩文，「現代」，翻譯與想像，東亞觀念史集刊，第2 期，2012年6 月，頁339-352。,
,,2013，沈国威，近代關鍵詞考源，傳統、近代、現代，東亞觀念史集刊 第四期，2013 年 6 月 頁417-437,
,,"2015，章可.超越历史分期概念，汉语“现代”概念的创出[J].史学理论研究,2015(03)，93-99+159.",
,现代化,"2005，阎书钦.20世纪30年代中国知识界""现代化""理念的形成及内涵流变[J].河北学刊,2005(01):187-193.",
,,"2007，孙宏云.中国“现代化”观念溯源——《申报月刊》的“中国现代化问题”讨论[J].郑州大学学报(哲学社会科学版),2007(02):38-43.",
,,"2018，黄兴涛,陈鹏.民国时期“现代化”概念的流播、认知与运用[J].历史研究,2018(06):70-90+189.",
,,2023，潘光哲，1930年代中国思想界的“现代化”争论，亚洲概念史研究第11卷，商务印书馆，183-214,
,现代性,"2005，阎书钦.20世纪30年代中国知识界""现代化""理念的形成及内涵流变[J].河北学刊,2005(01):187-193.",
,,"2007，孙宏云.中国“现代化”观念溯源——《申报月刊》的“中国现代化问题”讨论[J].郑州大学学报(哲学社会科学版),2007(02):38-43.",
,,"2018，黄兴涛,陈鹏.民国时期“现代化”概念的流播、认知与运用[J].历史研究,2018(06):70-90+189.",
,宪法,"2004，王德志.论宪法概念在近代中国的转型[J].法学家,2004(05):75-81",
,,"2006，王人博.宪法概念的起源及其流变[J].江苏社会科学,2006(05):94-100.",
,,2009，金观涛、刘青峰，观念史研究：中国现代重要政治术语的形成，法律出版社,
,,"2011，饶传平.从设议院到立宪法——晚清“Constitution”汉译与立宪思潮形成考论[J].现代法学,2011,33(05):24-36.",
,,"2011，徐国栋.宪法一词的西文起源及其演进考[J].法学家,2011(04):29-44+176-177",
,,"2012，屈文生.一项关于近代“宪法”概念史的研究——以清末民初的若干法律辞书为考察视角[J].贵州社会科学,2012(07):42-46",
,,2013，屈文生，从词典出发 法律术语译名统一与规范化的翻译史研究，上海人民出版社 ,
,,2017，田荆. 中国近代西学东来语境中的宪法观[D].浙江工商大学硕士论文,
,,"2018，崔学森、赵海城，回归借词“宪法”-基于中日文化交流视角的考察，明星国際コミュニケーション研究(10),43-59",
,,"2020，汪太贤.论现代宪法概念的生成[J].政法论坛,2020,38(01):18-32.",
,,"2022，王栋.必也正名:中国宪法史上的“宪法”“宪章”和“约法”[J].金陵法律评论,2022(00):112-129.",
,,2022，于飞 崔学森 佟一，语言接触视角下近代汉语词汇的生成，社会科学文献出版社,
,宪章,"2022，王栋.必也正名:中国宪法史上的“宪法”“宪章”和“约法”[J].金陵法律评论,2022(00):112-129.",
,宪政,"2006，王运红.近代中国的一个伪命题——“宪政”[J].洛阳大学学报,2006(01):27-30.",
,,"2006，王运红.近代中国“宪政”:一个煽情的伪命题[J].河南科技大学学报(社会科学版),2006(04):93-96.",
,,"2008，许崇德.宪政词辨[J].法学杂志,2008(02):25-27.",
,,"2009，林来梵,褚宸舸.中国式“宪政”的概念发展史[J].政法论坛,2009,27(03):38-49.",
,,"2013，莫纪宏.“宪政”词源溯[J].环球法律评论,2013,35(05):17-18.",
,宪制,"2022，王人博.中国宪制起源的关键词展开[J].法治社会,2022,No.41(05):19-26.",
,想像,2015，杉本つとむ，江戸時代翻訳語の世界，八坂書房,
,,"2011，牛月明，“想像（imagination）”与中日文論的現代性，或問No.21,35-47",
,相机,2015，杉本つとむ，江戸時代翻訳語の世界，八坂書房,
,消费,"2022，楊馳，近代日本語における「消費」の成立――幕末・明治期の経済学書を中心に，或問No.41,（2022），87-102",
,,2024，杨驰、沈书娟，语言接触视角下近代“消费”概念的译出，复旦谈译录，第6辑，283-312,
,消化,2015，杉本つとむ，江戸時代翻訳語の世界，八坂書房,
,消极,"2017，王麗娟，専門語から一般語へと――積極･消極を中心に，或問No.32,35-44",
,小己,2009，金观涛、刘青峰，观念史研究：中国现代重要政治术语的形成，法律出版社,
,小说,"2007，袁国兴.中国现代文学发生期小说戏曲形制的同构问题——从“小说”名称的界定谈起[J].贵州社会科学,2007,No.205(01):6-9.",
,,"2015，余来明,史爽爽.清末民初的知识转型与“小说”概念的演变[J].人文论丛,2015,23(01):222-240.",
,,"2018，段江丽.中国古代“小说”概念的四重内涵[J].文学遗产,2018(06):152-167.",
,,2019，陳力衛，近代知の翻訳と伝播―漢語を媒介に，三省堂,
,,"2020，宋莉华.中国古代“小说”概念的中西对接[J].文学评论,2020(01):176-185.",
,,"2021，辛鹏宇.“小说”释义[J].华夏文化,2021,No.121(02):29-31.",
,,"2021，章炳煜.作为法的“小说”:日语借词“小说”对现代汉语的影响[J].汉字文化,2021,No.284(12):89-90.",
,,2024，何华珍，“小说”一词的变迁，东亚汉字和汉字词研究，中国社会科学出版社,
,,"2024，江曙.中国古代“小说”概念的中日对接及近代转化[J].文艺理论研究,2024,44(02):155-166.",
,小行星,"2016，黄河清.“小行星”探源[J].中国科技术语,2016,18(03):51-52+58.",
,效果,"2017，鄒文君，漢語「効果」の成立についての考察 : 翻訳の影響と造語法を中心に，立教大学大学院日本文学論叢,17,235-252",
,校长,"2013，杨来恩.说“校长”[J].华夏文化,2013(04):35-36.",
,,"2016，杨来恩.“校长”称谓流变与近代中国教育的发展[J].集美大学学报(教育科学版),2016,17(06):49-53.",
,歇斯底里,2015，杉本つとむ，江戸時代翻訳語の世界，八坂書房,
,猩猩,"2019，黄河清.“猩猩”“大猩猩”“黑猩猩”考辨[J].中国科技术语,2019,21(01):69-75.",
,血球,2015，杉本つとむ，江戸時代翻訳語の世界，八坂書房,
,写生,"2015，杭春晓.“写生”的概念嬗变与二十世纪中国画[J].天津美术学院学报,2015(05):68-73.",
,心理,2021，冯天瑜、聂长顺，三十个关键词的文化史，中国社会科学出版社,
,心理学,2016，冯天瑜等著，近代汉字术语的生成演变与中西日文化互动研究，经济科学出版社,
,新闻,"1998，牛角.古代“新闻”辨义─—古代新闻、传播概念的训诂研究之一[J].杭州大学学报(哲学社会科学版),1998(04):69-72+113.",
,,"2009，李漫.中文语境下“新闻”概念嬗递考辨——一种思想史的视角[J].江南大学学报(人文社会科学版),2009,8(05):103-108.",
,,"2009，焦中栋.“新闻”一词首次出现时间新考——兼论“新闻”词义的历史演进[J].国际新闻界,2009,No.(07):108-111.",
,,"2009，孔正毅.“新闻”一词的出现及其内涵的演变[J].国际新闻界,2009,No.179(09):102-105.",
,,"2010，王樊逸.“新”旧之分 耳学之“闻”——中国古代“新闻”观的语义学再考[J].国际新闻界,2010(02):97-102.",
,,"2013，邵天松.也说“新闻”一词首先出现的时间及词源[J].国际新闻界,2013,35(04):32-37.",
,,"2016，向芬,刘晓平.从news到“新闻”,从newspaper到“报纸”——兼论近代新闻语词的衍变路径以及话语实践[J].新闻与传播研究,2016,23(06):117-125.",
,,2024，何华珍，“新闻”探源，东亚汉字和汉字词研究，中国社会科学出版社,
,,"2022，魏兆玲.论“新闻”一词的词汇化和术语化[J].现代语文,2022,No.720(06):44-49.",
,新闻家,"2014，王可佳.“新闻家”一词的溯源与流变[J].东南传播,2014,No.118(06):150-152.",
,新闻学,"2009，周光明.“新闻学”的引入与新闻学的创立[J].湖北大学学报(哲学社会科学版),2009,36(05):17-20.",
,,2016，冯天瑜等著，近代汉字术语的生成演变与中西日文化互动研究，经济科学出版社,
,,"2021，张学科.近代以来新闻学术语的形成与固化——以新闻学相关教材为例的考察[J].新闻大学,2021(09):16-27+116-117.",
,新闻出版,"2022，白红义,马锦辉.近代中国“新闻出版”概念生成史考略[J].现代出版,2022(03):65-74.",
,新闻自由,"2014，周光明.中文“新闻自由”概念考略[J].国际新闻界,2014,36(10):107-118.",
,,"2019，邓绍根.从新名词到关键词：民国“新闻自由”的概念史[J].兰州大学学报(社会科学版),2019,47(06):43-54.",
,,2019，张志丹. 中国近代“新闻自由”概念史研究（1899-1949）[D].武汉大学硕士论文,
,,"2022，周光明,闫倩玮.中文“新闻自由”概念的早期生成史（1899-1911）[J].惠州学院学报,2022,42(05):1-7.",
,性（接尾辞）,"2012，金曘泳，明治期における漢語系接尾辞の競合関係に関する一考察—「−的」と「−上・−風・−性」の比較を中心に—	日語日文學硏究［日語日文学研究］82卷，167-189",
,,2017，杨超时，近代中日词汇交流与“的”“性”“化”构词功能的演变，中国社会科学出版社,
,,2019，陳力衛，近代知の翻訳と伝播―漢語を媒介に，三省堂,
,,2020，陈力卫，近代科学词汇的生成及中日间往来——以词缀「-力」「-性」为主，汉日语言对比研究论丛（第11辑），75-90,
,,"2022，李书磊. 从“性法”到“自然法”[D].吉林大学硕士论文,2022.",
,,2024，安部清哉編著，日本語における漢語語基史と新漢語史のための基礎的調査研究――漢字・漢語の“気づかない近代化”――，学習院大学東洋文化研究所,
,性法,2020，沙広聡，接尾辞「性」の歴史─日中両語間の相互影響─，大阪大学大学院文学研究科修士論文,
,幸福,"2021，谭代龙.“幸福”词源初探[J].重庆三峡学院学报,2021,37(03):109-118.",
,形而上学,"1994，冯天瑜.为“封建”和“形而上学”正名[J].江汉论坛,1994(09):2-4.",
,,2003，李博（Wolfgang Lippert）著赵倩等译，汉语中的马克思主义术语的起源与作用，中国社会科学出版社,
,,"2012，冯天瑜.汉字术语近代转换现象辨析——以“经济”、“形而上学”为例[J].哈尔滨工业大学学报(社会科学版),2012,14(02):62-67.",
,,2021，冯天瑜、聂长顺，三十个关键词的文化史，中国社会科学出版社,
,形式,"2015，赖勤芳.作为中国美学术语的“形式”[J].文艺理论研究,2015,35(01):35-44.",
,形心,"2020，黄河清.“重心”“形心”考[J].中国科技术语,2020,22(03):76-80.",
,行政,"2011，毛桂荣.关于“行政”、“行政学”概念的形成——兼答余兴安先生[J].中国行政管理,2011,No.316(10):104-105.",
,,2013，屈文生，从词典出发 法律术语译名统一与规范化的翻译史研究，上海人民出版社,
,,"2013，毛桂荣. “行政”及“行政学”概念的形成:中国与日本[C]//.中国公共管理论丛2013年第1辑.,2013:10-28.",
,行政行为,"2022，阮致远,赵晓耕.近代中国“行政行为”概念的继受[J].河北学刊,2022,42(04):195-210.",
,行政学,"2010，孙兵.汉语“行政法”语词的由来及其语义之演变[J].现代法学,2010,32(01):186-193.",
,,"2011，毛桂荣.关于“行政”、“行政学”概念的形成——兼答余兴安先生[J].中国行政管理,2011,No.316(10):104-105.",
,,"2013，毛桂荣. “行政”及“行政学”概念的形成:中国与日本[C]//.中国公共管理论丛2013年第1辑.,2013:10-28.",
,雄蕊,2015，杉本つとむ，江戸時代翻訳語の世界，八坂書房,
,修正主义,2003，李博（Wolfgang Lippert）著赵倩等译，汉语中的马克思主义术语的起源与作用，中国社会科学出版社,
,学会,"2018，朱棠.近代中日同形词“学会”的语义演变[J].湖南科技大学学报(社会科学版),2018,21(03)，168-176.",
,,"2018，朱棠.从近代中日词汇交流视角看，湘报，中的“学会”[J].湖南科技学院学报,2018,39(06)，145-147",
,,"2020，聂长顺,孙莹莹.近代“学会”概念的传入与确立[J].人文论丛,2020,33(01):398-409.",
,学科,"2020，黄河清.“学科”考[J].中国科技术语,2020,22(04):76-80.",
,学堂,2009，金观涛、刘青峰，观念史研究：中国现代重要政治术语的形成，法律出版社,
,学校,"2019，刘磊明.“学制”概念考辨[J].教育学报,2019,15(02):25-32.",
,学制,2009，金观涛、刘青峰，观念史研究：中国现代重要政治术语的形成，法律出版社,
,宣传,2019，陈伟，“宣传”的语史——近代中日词汇的交流与受容，孙江主编：亚洲概念史研究（第5卷），商务印书馆，203-219,
,选举,"2018，刘斌.近代“选举”概念的演化及其文化喻义[J].安徽史学,2018(02):61-67.",
,,2022，于飞 崔学森 佟一，语言接触视角下近代汉语词汇的生成，社会科学文献出版社,
Y,,,
,压迫,2003，李博（Wolfgang Lippert）著赵倩等译，汉语中的马克思主义术语的起源与作用，中国社会科学出版社,
,压抑,2003，李博（Wolfgang Lippert）著赵倩等译，汉语中的马克思主义术语的起源与作用，中国社会科学出版社,
,压榨,2021，楊馳，中日近代同形詞「壓榨」、「榨取」：詞源及意義變遷，東亞觀念史集刊，第19期，411-436,
,压制,2003，李博（Wolfgang Lippert）著赵倩等译，汉语中的马克思主义术语的起源与作用，中国社会科学出版社,
,牙床,2023，何华珍 丁鑫美，近現代中日漢字詞源流考述，汉语史研究集刊（第三十四辑），四川大学出版社，198-211,
,衙门,2019，吉田庆子，汉语法律名词近代化演变特征的探析——以“衙门”“法院”为例，孙江主编：亚洲概念史研究（第5卷），商务印书馆，40-54,
,亚洲,2008，黄东兰，“亚洲”的诞生——近代中国语境里的“亚洲”概念，孙江编：新史学（第二卷）：概念·文本·方法，中华书局,
